,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,max_loc-0,max_loc-1,max_loc-2,elongation,detection_size,n_vel,nx,ny,mos_name,max_loc,dist,nx_kpc,ny_kpc,file,overlap_areas,area_gts,hi_mass,true_positive_mocks,type,area_gt,overlap_area,tot_flux,peak_flux
16,17,113.49794359576968,188.99383078730904,748.7176850763807,97,181,742,132,198,756,3404,6.229426383972168,5,7,8,2.835258324412643,8330,270.5251423295292,17,14,1245mosE,"[102, 188, 750]",240.96100741397623,119.15762946495096,98.12980992650984,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,32455723365.542183,True,mock,2904.0,2840.0,2.6538364492766173,0.07875660002072055
17,18,111.56436011904762,392.3686755952381,1097.095238095238,97,384,1092,127,402,1103,2688,5.109018325805664,16,2,6,1.926113889901992,5940,231.8786934253108,18,11,1245mosE,"[113, 386, 1098]",241.20740671104173,126.29591741708494,77.18083400242415,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,20201595089.61892,False,,,,1.6486485865158116,0.05102090743026209
18,19,114.22486969471332,514.6295606850335,882.6455696202531,99,507,878,130,524,889,2686,5.083976745605469,11,9,5,2.5918722880916896,5797,239.60798320615444,17,11,1245mosE,"[110, 516, 883]",240.83781783035323,119.09671098309023,77.06257404333536,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,14119045890.518888,True,mock,2390.0,2231.0,1.1556031875468011,0.034868794185975785
19,20,107.15555555555557,85.46349206349207,804.831746031746,103,80,802,114,92,808,315,3.154428720474243,2,3,4,5.824041095010282,792,85.02218758928062,12,6,1245mosE,"[105, 83, 806]",241.70028583980945,84.369321286775,42.18465935836917,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,5235878108.269247,False,,,,0.4256508818227741,0.02869745691489193
20,21,113.6025641025641,558.7628205128206,605.0790598290598,109,553,602,119,565,609,468,5.18998384475708,1,9,3,2.751406977812892,840,77.29289780843692,12,7,1245mosE,"[110, 562, 605]",240.96100741397623,84.11126441765389,49.06490292893473,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,1073396516.1641321,False,,,,0.08776938252275261,0.009045525285101823
21,22,120.072375127421,907.3012232415904,879.2543323139654,109,901,874,132,915,885,1962,3.641566514968872,17,5,7,2.2496042757558428,3542,177.77366495940493,14,11,1245mosE,"[126, 906, 881]",240.0988212028361,97.77869017510922,76.8261120838356,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,6168260868.240103,True,mock,1610.0,1467.0,0.5078009587714484,0.021917448424041724
22,23,135.25542427497314,438.6880773361976,683.1746509129968,110,431,677,160,448,690,4655,5.778942584991455,45,4,8,2.284799781149862,11050,386.4644890421845,17,13,1245mosE,"[155, 435, 685]",238.25238555804427,117.81818885199188,90.09625901385525,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,32913414307.97437,True,mock,4138.0,3866.0,2.7495054827005414,0.06694447504220057
23,24,119.49849246231156,901.7075376884422,638.9678391959799,114,895,635,126,909,644,995,3.4166550636291504,4,6,3,2.291764416392504,1512,92.75147737012428,14,9,1245mosE,"[118, 901, 638]",240.22197053942187,97.82884194498033,62.88996778186666,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,4345922208.015941,True,mock,989.0,875.0,0.35742998860348557,0.014836077901815627
24,25,128.9810273021749,796.3896344285054,1311.6182322998611,115,790,1307,142,804,1317,2161,3.88895583152771,23,9,4,2.1886957483184832,3780,208.69082408277967,14,10,1245mosE,"[138, 799, 1311]",239.1138678773312,97.3775743113619,69.55540833904212,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,5381291905.324518,True,mock,1417.0,1380.0,0.44647658270520163,0.02109341988654429
25,26,125.55555555555556,560.8888888888889,606.1666666666666,124,560,605,128,563,608,18,1.6500416994094849,0,2,1,3.0,36,30.91715912337477,3,3,1245mosE,"[124, 562, 606]",239.48317509777937,20.89885010173516,20.89885010173516,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,-196192258.47439355,False,,,,-0.016230221680814973,0.0
26,27,152.61952313022212,523.8997350723456,1094.0032606480538,127,516,1086,179,532,1101,4907,3.889771223068237,37,6,7,1.610447716057544,12480,401.923068603872,16,15,1245mosE,"[164, 522, 1093]",236.16158017284056,109.91460101581453,103.04493755133733,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,15118813403.209692,True,mock,3790.0,3686.0,1.2842619010556775,0.03415685851887981
27,28,142.5099191770757,34.72667156502572,1432.4819985304923,128,25,1428,158,45,1440,2722,6.472322940826416,23,7,5,2.1243017621998304,7200,231.8786934253108,20,12,1245mosE,"[151, 32, 1433]",237.3912314266651,138.10863904912603,82.86517744614373,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,145041350063.02826,True,mock,2159.0,2148.0,12.199813529094163,0.4217515912274249
28,29,150.5565167243368,841.1101499423298,507.4455017301038,130,834,503,184,849,513,3468,3.5357561111450195,32,5,7,2.4793911202243213,8100,417.38164816555934,15,10,1245mosE,"[162, 839, 510]",236.4074568987405,103.15222152126648,68.76814525630985,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,12947590191.660309,True,mock,4312.0,2810.0,1.0976610299380074,0.042171601416589995
29,30,165.04823428079243,807.6663795578525,872.5053115130635,147,800,866,186,816,879,3483,5.55228853225708,4,10,5,2.013171128669576,8112,301.442301452904,16,13,1245mosE,"[151, 810, 871]",234.5640333807652,109.17106890476352,88.70149130850737,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,16233760799.27951,True,mock,2991.0,2750.0,1.3968300289691058,0.05338940379063647
30,31,164.86003683241253,722.2817679558011,947.323664825046,150,715,943,181,730,953,2172,4.731144905090332,19,9,3,1.9823780816339804,4650,239.60798320615444,15,10,1245mosE,"[169, 724, 946]",234.68688149227432,102.40147880866304,68.26765013222001,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,5799017145.469251,True,mock,3858.0,2103.0,0.49847989589245817,0.02610187147962262
31,32,161.9892086330935,539.68345323741,193.4820143884892,158,535,191,168,546,197,278,3.974815368652344,6,3,1,2.9749076503040626,660,77.29289780843692,11,6,1245mosE,"[164, 538, 192]",235.0554659202519,75.21235414751033,41.02491946054373,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,1517250942.3154802,False,,,,0.13003445932460436,0.011498953140224883
32,33,186.4427465362673,855.6464955175225,83.27241238793806,159,847,78,215,866,90,4908,5.478891372680664,50,6,7,2.212071883015083,12768,432.8402277272467,19,12,1245mosE,"[209, 853, 85]",231.98576558805613,128.21567135481808,80.97831379408936,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,,True,mock,4017.0,3969.0,,
33,34,168.6630588235294,257.71294117647057,868.9007058823529,161,249,861,177,268,878,2125,8.595734596252441,10,7,7,2.514032721054273,5168,123.66863649349908,19,17,1245mosE,"[171, 256, 868]",234.19552913205567,129.43698041061774,115.81203275234564,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,33455094483.430347,True,mock,1700.0,1694.0,2.8872305471966664,0.06167431005250535
34,35,172.8,537.8666666666667,192.51111111111112,170,536,191,176,541,195,45,2.2296643257141118,1,2,2,4.002126453118979,120,46.37573868506215,5,4,1245mosE,"[171, 538, 193]",233.70428364700703,33.99091127605293,27.192728951814185,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,360544082.0172953,False,,,,0.031239707544869585,0.005552268982563066
35,36,172.33333333333334,540.3333333333334,196.0,172,540,196,174,542,197,3,1.3884559869766235,0,0,0,,4,15.458579561687383,2,1,1245mosE,"[172, 540, 196]",233.70428364700703,13.596364429888318,6.798182209191811,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,9355423.642703718,False,,,,0.0008106101670596908,0.0010517067082468747
36,37,177.97450424929178,63.40226628895184,340.6742209631728,174,59,338,188,70,344,353,3.453012704849243,3,5,2,1.2815217040148097,924,108.21005693181168,11,6,1245mosE,"[177, 64, 340]",233.0903770307893,74.58357080521724,40.68194673660647,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,6301736584.025188,False,,,,0.548751117916209,0.03952021497758266
37,38,178.8111510791367,431.6115107913669,260.45593525179856,174,424,255,185,440,267,1112,6.616682529449463,4,7,6,2.224932029070176,2112,85.02218758928062,16,12,1245mosE,"[178, 431, 261]",232.9676157341125,108.42806232190608,81.32104417250108,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,15212787886.344023,True,mock,959.0,929.0,1.3260440420173742,0.05052663484725231
38,39,186.0565449688335,605.5707925200356,770.5658949243099,175,597,766,198,614,776,2246,5.5316009521484375,15,8,5,1.9863580458077523,3910,177.77366495940493,17,10,1245mosE,"[190, 605, 771]",231.98576558805613,114.7192825667163,67.48192732426743,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,11440286778.317411,True,mock,1977.0,1928.0,1.0052303834128704,0.040364820846047506
39,40,179.79060665362036,439.2407045009785,1139.774951076321,176,434,1137,188,447,1144,511,3.146209478378296,1,8,3,1.9341295634087263,1092,92.75147737012428,13,7,1245mosE,"[177, 442, 1140]",232.84486111168792,88.0513782375241,47.41227898470187,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,1383051177.5894306,False,,,,0.12067618511082091,0.009722983476404783
40,41,196.40999265246143,64.13225569434239,90.69030124908156,182,56,86,213,73,97,2722,4.261450290679932,21,4,3,1.959260636169184,5797,239.60798320615444,17,11,1245mosE,"[203, 60, 89]",230.7590531638382,114.11266099721944,73.83760067588119,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,,True,mock,2733.0,2520.0,,
41,42,209.2670967741936,725.7290322580645,235.61440860215052,182,717,231,240,735,242,4650,4.935437679290772,50,9,2,2.029254076831378,11484,448.2988072889341,18,11,1245mosE,"[232, 726, 233]",229.16532326860505,119.99069654218212,73.32764368838268,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,43378235510.711624,True,mock,4310.0,3885.0,3.901060232605597,0.14474167530138185
42,43,196.2783083219645,658.9822646657572,30.99317871759891,187,653,27,208,666,36,1466,3.183401584625244,14,7,3,2.289649187145684,2457,162.31508539771752,13,9,1245mosE,"[201, 660, 30]",230.7590531638382,87.2626201619965,60.412581689593054,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,35650990756.699844,True,mock,1659.0,1325.0,3.1642401670034976,0.19766727162466124
43,44,192.1173469387755,724.515306122449,949.5102040816328,187,719,946,196,731,954,392,3.6581196784973145,8,7,4,3.1140072025967447,864,69.56360802759322,12,8,1245mosE,"[195, 726, 950]",231.2496581295273,80.72136380143867,53.81424132001416,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,2370196111.694292,False,,,,0.20952305738598095,0.008947015943729104
44,45,211.9830255549338,441.1408319343406,104.83976869986942,192,429,97,233,453,115,5361,9.08094596862793,5,15,10,2.593680701673816,17712,316.9008810145914,24,18,1245mosE,"[197, 444, 107]",228.9202339449015,159.81650210273773,119.86236805754584,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,178520515505.52707,True,mock,5073.0,4630.0,16.08722603942438,0.1871633347809581
45,46,208.19845857418116,346.0435452793834,717.0250481695568,194,338,711,223,354,723,2595,4.585505962371826,23,7,8,2.096412704715172,5568,224.14940364446707,16,12,1245mosE,"[217, 345, 719]",229.28787791629563,106.7154344093043,80.03657327862614,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,13593004488.911093,True,mock,2528.0,2350.0,1.2211961898279409,0.043921146465644545
46,47,208.48996655518397,770.8779264214047,45.48411371237458,194,763,39,223,780,52,2392,5.458037376403809,25,6,6,2.2466069801580435,6409,224.14940364446707,17,13,1245mosE,"[219, 769, 45]",229.28787791629563,113.38515011524711,86.7062883299063,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,,True,mock,2710.0,2264.0,,
47,48,213.74017024726388,250.1045804620997,435.2415889744629,199,243,430,229,258,441,2467,3.184464454650879,7,9,6,2.1720710298838317,4950,231.8786934253108,15,11,1245mosE,"[206, 252, 436]",228.6751712464872,99.77837514209504,73.17080629117808,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,8202713089.5204735,True,mock,2283.0,2159.0,0.7406852707480668,0.03338787646914643
48,49,217.27187120291617,135.4237545565006,963.4167679222356,202,126,958,235,145,970,3292,5.797926425933838,3,8,7,1.4922639917949432,7524,255.06656276784184,19,12,1245mosE,"[205, 134, 965]",228.1851257081664,126.11510456985737,79.65164011636658,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,39211796326.994415,True,mock,2902.0,2841.0,3.5551827848037436,0.10139759442985488
49,50,220.8640776699029,62.635113268608414,922.7864077669902,214,56,918,230,70,928,1236,3.899595022201538,5,7,5,2.146575303538281,2240,123.66863649349908,14,10,1245mosE,"[219, 63, 923]",227.8176614135471,92.77726737756277,66.26947490387344,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,13504689111.95201,False,,,,1.2281712083680305,0.08697821889367027
50,51,235.65760077707623,254.1617289946576,1208.067022826615,217,245,1201,257,264,1215,4118,5.057551383972168,34,11,7,1.7652978541529951,10640,309.1715912337477,19,14,1245mosE,"[251, 256, 1208]",225.98123759279267,124.89704279099236,92.02939566832164,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,20415933782.72083,True,mock,3560.0,3361.0,1.8854710800183996,0.05673503158647702
51,52,237.64563240562137,524.6955084045192,1227.675117112152,221,517,1221,257,534,1236,3629,5.9987335205078125,4,10,4,2.8221434131810583,9180,278.2544321103729,17,15,1245mosE,"[225, 527, 1225]",225.7364940597032,111.62895525943532,98.49613521562571,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,22979188143.99981,True,mock,3468.0,3161.0,2.1265684773679,0.05266189495153354
52,53,231.4116475858636,248.3977103036337,772.98606271777,222,240,767,241,258,780,2009,6.402347564697266,14,9,7,1.5323602653156925,4446,146.85650583603015,18,13,1245mosE,"[236, 249, 774]",226.47080438316763,118.57984958986754,85.64099873749656,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,15813284888.593096,True,mock,1852.0,1714.0,1.4544116690872209,0.04278325105968492
53,54,236.37420269312543,903.0262225372076,562.6477675407513,226,896,558,246,911,568,1411,4.660752773284912,11,7,4,3.0041064890223805,3000,154.58579561687384,15,10,1245mosE,"[237, 903, 562]",225.8588625048574,98.54952852701848,65.69968336832821,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,6111677117.547092,True,mock,1345.0,1246.0,0.5650123570975394,0.023787074419510654
54,55,240.41624149659864,463.9323979591837,1403.4430272108843,228,456,1397,252,473,1410,2352,5.299351692199707,20,9,5,2.268784671997366,5304,185.50295474024855,17,13,1245mosE,"[248, 465, 1402]",225.369428575518,111.44743770427849,85.22450830108319,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,10329824813.320078,True,mock,1986.0,1901.0,0.9589157923691112,0.029353621627999538
55,56,253.388166047088,63.034076827757126,919.5486369268896,233,56,914,273,71,925,3228,5.552716255187988,27,5,5,2.3095649311130533,6600,309.1715912337477,15,11,1245mosE,"[260, 61, 919]",223.7795019143176,97.6422362314551,71.60430446932651,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,41269206468.063736,True,mock,4547.0,3784.0,3.882903933200159,0.1651305636857249
56,57,253.6817588158468,585.9865041358294,920.2677405311276,241,578,915,267,595,926,2297,5.321975231170654,4,8,7,2.42048744524755,4862,200.961534301936,17,11,1245mosE,"[245, 586, 922]",223.7795019143176,110.661203059906,71.60430446932651,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,10576109694.905777,True,mock,2346.0,1954.0,0.9950765097478916,0.03152718146157978
57,58,268.85435779816515,103.40825688073394,1231.5672782874617,255,96,1226,284,112,1238,2616,4.868387699127197,14,8,6,2.482757936507937,5568,224.14940364446707,16,12,1245mosE,"[269, 104, 1232]",221.94636413087505,103.29853840959925,77.47390135980203,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,32328757136.934017,True,mock,2343.0,2254.0,3.0896599338542305,0.11518487184963758
58,59,275.14239482200645,120.6284789644013,511.8019417475728,260,113,506,292,130,519,3090,5.063398838043213,6,8,5,2.0845524670833884,7072,247.33727298699816,17,13,1245mosE,"[266, 121, 511]",221.09141010638945,109.33191476112918,83.6067555169594,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,42662129550.94331,True,mock,2895.0,2746.0,4.10725499570545,0.12360394906586955
59,60,270.3898385565052,381.1747388414055,681.3357075023741,261,373,676,281,391,688,2106,7.692410469055176,4,10,5,1.5582423947704378,4320,154.58579561687384,18,12,1245mosE,"[265, 383, 681]",221.7020584330203,116.08293976062517,77.38862257809569,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,18607695111.32217,True,mock,1966.0,1882.0,1.7820659200094067,0.0552987826575131
60,61,280.99376947040497,630.7457943925234,1274.5433021806853,274,623,1269,290,640,1280,1605,4.915381908416748,5,9,6,1.928285107137381,2992,123.66863649349908,17,11,1245mosE,"[279, 632, 1275]",220.480927323038,109.03002491565576,70.54883630835435,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,10305550600.110954,True,mock,1453.0,1370.0,0.9973883224688267,0.03608555257618099
61,62,303.6135265700483,461.7239475500345,1259.873015873016,293,456,1255,315,468,1265,1449,3.427032947540283,3,7,4,1.919784141758557,2640,170.04437517856124,12,10,1245mosE,"[296, 463, 1259]",217.6748368107688,75.98285694666414,63.31904666974251,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,3768292698.689674,True,mock,2088.0,1354.0,0.3736989653676728,0.02145526973473351
62,63,311.0182049110923,51.84504657070279,1447.884843353091,299,45,1442,326,59,1454,2362,4.248569488525391,3,3,3,1.8797166179140972,4536,208.69082408277967,14,12,1245mosE,"[302, 48, 1445]",216.69962488885693,88.24951899772029,75.64244374575877,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,54812463112.53235,True,mock,2118.0,1981.0,5.482371778362271,0.1922384495625635
63,64,305.6387043189369,561.0789036544851,1503.5539867109635,299,555,1499,314,569,1509,1204,3.440581083297729,13,3,2,1.858286110973248,2100,115.93934671265538,14,10,1245mosE,"[312, 558, 1501]",217.4309942009906,88.54736441410526,63.2481157260706,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,5462427057.324101,False,,,,0.5428619541746401,0.01932248641742092
64,65,324.22436174816096,312.9234097793164,1393.6482042405885,302,304,1386,349,322,1402,4622,6.369337558746338,6,8,6,2.452153819244934,13536,363.2766196996535,18,16,1245mosE,"[308, 312, 1392]",215.11580661851403,112.6343859761657,100.11945228078328,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,30006919044.986935,True,real,4847.0,3938.0,3.0435219923370234,0.058287753389520205
65,66,333.17263157894735,387.2505263157895,99.1563909774436,314,380,94,353,395,106,3325,4.082543849945068,6,6,3,2.372512226612196,7020,301.442301452904,15,12,1245mosE,"[320, 386, 97]",214.01997006304177,93.38383675170492,74.70706769458316,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,53606471590.04782,True,mock,3140.0,2863.0,5.4903074462886545,0.18890448835077708
66,67,339.8375482211745,359.3551221603086,656.083154736391,318,351,649,363,369,664,4666,6.676708221435547,39,11,9,2.258998584222708,12150,347.81804013796614,18,15,1245mosE,"[357, 362, 658]",213.2897089600369,111.6782433675482,93.0652002076056,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,29364511863.013535,True,mock,4163.0,3992.0,3.027122213798913,0.07228877139691994
67,68,336.91421143847487,302.73339110340845,75.11669555170421,320,295,69,357,312,81,3462,4.9689717292785645,30,6,7,2.0867320356944137,7548,285.9837218912166,17,12,1245mosE,"[350, 301, 76]",213.65480986110927,105.65444152171966,74.57960272990204,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,,True,mock,3014.0,2878.0,,
68,69,334.4628164556962,632.131329113924,1280.3097310126582,320,624,1275,350,641,1286,2528,4.500746726989746,18,9,4,2.136623411590403,5610,231.8786934253108,17,11,1245mosE,"[338, 633, 1279]",213.8982434058553,105.77482184563802,68.44252853932662,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,9575606899.615921,True,mock,2256.0,2161.0,0.9817850171725996,0.03536798358478641
69,70,331.87525987525987,458.21569646569645,175.09823284823284,322,451,170,343,467,181,1924,4.286766052246094,15,9,6,1.8409728720588456,3696,162.31508539771752,16,11,1245mosE,"[337, 460, 176]",214.26344314972135,99.7227442704277,68.55938407537083,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,11468027865.080673,True,mock,1678.0,1453.0,1.1720000979137322,0.05059301271507791
70,71,336.18213660245186,533.8025394045534,1203.7793345008756,323,525,1199,351,542,1209,2284,4.5084428787231445,7,10,4,2.66910478530582,4760,216.42011386362336,17,10,1245mosE,"[330, 535, 1203]",213.65480986110927,105.65444152171966,62.14966817028648,data/vnet_output/vnet_cubeout_loud_1245mosE.fits,,,10665640505.943138,True,real,1673.0,1581.0,1.0959206148150162,0.044159778779338965
