label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
6,27.514448201660006,489.7290193667384,478.7849677221027,0,482,468,56,499,490,6506,0.0030433526262640953,4.311993821575474,432.8402277272467,17,22,50,8,14,"[50, 490, 482]",118.93355054050534,58.81383091127696,76.11202065960708,"[0.002595558215548276, 4.4612669383221865e-05]",mock
7,6.81989247311828,559.7856182795699,17.77755376344086,0,552,13,16,568,24,1488,0.0014598994748666883,3.2316431311351903,123.66863649349908,16,11,6,8,5,"[6, 560, 18]",121.38427659911643,56.4948130945794,38.8401825235986,"[0.0004340714109013327, 1.734606354826749e-05]",mock
8,22.54176267281106,9.949020737327189,187.28437019969277,1,0,175,50,29,201,10416,0.006721825804561377,5.346872588877166,378.7351992613409,29,26,5,15,12,"[6, 15, 187]",119.5168093231234,100.82151500681583,90.39169890283875,"[0.010078684631888022, 5.075039800426176e-05]",mock
9,27.67563495479983,249.30693069306932,854.2914334911752,2,242,849,55,258,860,4646,0.0003266358398832381,3.2860526008080724,409.6523583847157,16,11,47,7,6,"[49, 249, 855]",118.93355054050534,55.35419328362559,38.05600643342707,"[0.00019823911067462597, 8.165198911258601e-06]",mock
10,15.649868371568258,731.2613764573148,1140.295975930801,4,722,1135,29,742,1147,2659,0.0028510408010333776,1.6023826515302984,193.23224452109227,20,12,17,11,5,"[21, 733, 1140]",120.3336313497161,70.00727852360677,42.00436408121273,"[0.001153351416953044, 3.523659524235899e-05]",mock
11,11.692657569850553,744.27420402859,391.29824561403507,4,736,385,20,754,399,1539,0.002698276424780488,3.423061673310548,123.66863649349908,18,14,10,9,5,"[14, 745, 390]",120.80052290072238,63.25101319333537,49.195230707619146,"[0.000635873071725052, 1.7626349807680235e-05]",mock
12,15.652737150020894,572.3083994985374,1151.2841621395737,5,564,1146,28,582,1158,2393,0.0013824377674609423,1.5872464465200393,177.77366495940493,18,12,17,7,5,"[22, 571, 1151]",120.3336313497161,63.006549320634875,42.00436408121273,"[0.0005092083420129021, 1.762809417627612e-05]",mock
13,14.6686295503212,112.29175588865097,95.28693790149893,7,103,88,23,122,103,1868,0.0036278071347624063,2.8453943591451725,123.66863649349908,19,15,11,10,6,"[18, 113, 94]",120.45034495546037,66.57142003620802,52.55638222308885,"[0.0011559982385234231, 2.366526738874222e-05]",mock
14,33.681975578640426,89.80699835975943,1124.7842172407509,12,77,1115,57,104,1136,5487,0.006619390565901995,2.273990943391826,347.81804013796614,27,21,39,9,13,"[51, 86, 1128]",118.23384397834445,92.86066525295044,72.22495599647608,"[0.005510061441767715, 8.211582069441883e-05]",mock
15,22.623546511627907,192.29408914728683,399.2950581395349,12,185,394,34,201,405,2064,0.0005965782329440117,3.6619108053286373,170.04437517856124,16,11,6,7,6,"[18, 192, 400]",119.5168093231234,55.62565427373886,38.24263585702363,"[0.00017677279225550136, 7.024935295824443e-06]",mock
16,20.69548133595285,748.7794695481336,1255.807956777996,12,740,1250,30,759,1263,2036,0.0022986566182225943,1.268023482251847,139.12721605518644,19,13,12,10,6,"[24, 750, 1256]",119.75015611892152,66.18443430230144,45.284084175566306,"[0.0007606022761365135, 2.0193739687343353e-05]",mock
17,19.679114198871037,658.790273556231,396.7963525835866,13,644,383,27,675,411,4606,0.006031962111592293,1.275987235273591,108.21005693181168,31,28,9,19,15,"[22, 663, 398]",119.86683879366299,108.09036696086291,97.63000399385136,"[0.004910818847847329, 2.340900297257986e-05]",mock
18,26.679878048780488,754.3018292682926,344.2713414634146,19,745,338,36,764,352,1968,0.0028764696326106787,1.2615467691736655,131.39792627434275,19,14,11,11,6,"[30, 756, 344]",119.05018993249456,65.79757162436555,48.482418940588246,"[0.0009093883016089353, 2.3285036178858207e-05]",mock
19,32.641204553800954,98.78993756885788,1089.8009548292325,20,91,1084,47,108,1096,2723,0.0006476906128227711,2.4940857891292953,208.69082408277967,17,12,4,7,5,"[24, 98, 1089]",118.35044628999702,58.52548002427167,41.31210185697413,"[0.0002358879138484339, 9.355342773724214e-06]",mock
20,40.621364501223155,211.83120413155748,797.7917912476216,21,204,792,62,220,804,3679,0.0005946374149061739,3.486741022022094,316.9008810145914,16,12,6,8,7,"[27, 212, 799]",117.41780076271468,54.648731235379906,40.98654713177157,"[0.0003073145724920887, 1.1808882591558985e-05]",mock
21,39.68578161822467,138.28096360303743,1083.2914375490966,23,129,1077,58,149,1091,3819,0.001990705030038953,1.8136352218195266,270.5251423295292,20,14,28,11,7,"[51, 140, 1084]",117.53435983631876,68.37872814825846,47.86510694967736,"[0.0009823459352084807, 2.884503473517452e-05]",mock
22,32.64132347764872,451.8092221048926,1318.8113340373109,23,442,1311,43,463,1328,2841,0.003882448188960552,2.7145734469425324,154.58579561687384,21,17,15,8,6,"[38, 450, 1317]",118.35044628999702,72.29618430594168,58.52548002427167,"[0.002112676274010102, 3.408767135454167e-05]",mock
23,34.705882352941174,787.8089148702959,1052.7848008768724,23,778,1047,47,799,1060,2737,0.0036090416833758354,1.2759012626778725,185.50295474024858,21,13,18,12,5,"[41, 790, 1052]",118.11724784502913,72.15373146114253,44.66659223966863,"[0.0013865313876130119, 3.775062196416014e-05]",mock
24,29.661881977671452,60.81658692185008,1114.7695374800637,24,53,1109,36,70,1122,1254,0.0034295893274247646,2.414071995728874,92.75147737012429,17,13,5,8,5,"[29, 61, 1114]",118.700290299889,58.698481388055086,44.887072483365216,"[0.0005855655255839013, 1.7614316867077137e-05]",mock
25,46.6747572815534,745.2895488292404,970.2821245002856,31,737,963,63,755,979,3502,0.0024084344040602446,4.93010244036852,247.33727298699816,18,16,5,8,5,"[36, 745, 968]",116.71857597683338,61.113710534889215,54.32329721133474,"[0.0011358608337972724, 2.716600077639411e-05]",mock
26,55.58606831882116,203.77673587854432,740.7820942174593,34,196,736,79,213,747,4479,0.0006405822932720184,1.6365601726129233,347.81804013796614,17,11,5,6,5,"[39, 202, 741]",115.67015537205923,57.20004934365866,37.01179488033043,"[0.00031090300848373115, 1.1420612283909008e-05]",mock
27,51.619086683073554,206.29258955427946,504.3029805851791,35,198,496,69,216,513,3657,0.002834086073562503,3.00043445148668,262.7958525486855,18,17,28,7,6,"[63, 205, 502]",116.13605838859635,60.80870500366971,57.4304430476315,"[0.0015307147772960596, 3.806649455263317e-05]",mock
28,43.65943814687038,553.790044356826,768.7772301626417,35,545,762,53,564,776,2029,0.003580706659704447,2.0229558402315035,139.12721605518644,19,14,12,10,8,"[47, 555, 770]",117.06816058934442,64.70212845252797,47.67525032521995,"[0.0008503861925090282, 2.3598824827290246e-05]",mock
29,42.671680837148465,474.7815565729235,1163.788096795291,36,467,1158,50,483,1171,1529,0.0012059850851073861,1.9947388379179427,108.21005693181168,16,13,9,7,6,"[45, 474, 1164]",117.1847011397182,54.54024173408234,44.31394532153844,"[0.0002645420780994938, 1.0536087795779404e-05]",mock
30,54.69673161533627,94.77969830295412,844.7837837837837,39,87,838,72,104,853,3182,0.0016930133569985628,3.387257985881459,255.06656276784182,17,15,4,8,9,"[43, 95, 847]",115.78662187364985,57.25764319417644,50.52144896523134,"[0.0007468141816796968, 2.110758143635718e-05]",mock
31,56.692018779342725,386.7949921752739,234.78810641627544,42,378,228,73,396,242,3195,0.0019048460526391864,2.643744485364477,239.60798320615444,18,14,5,10,8,"[47, 388, 236]",115.55369503801626,60.50378023110785,47.05849403636216,"[0.0008463941699549723, 2.6474843936460548e-05]",mock
32,56.67996640067199,105.78580428391432,458.78706425871485,47,97,452,67,116,466,2381,0.0029167484026402235,1.7187715565023405,154.58579561687384,19,14,15,7,6,"[62, 104, 458]",115.55369503801626,63.8651020215525,47.05849403636216,"[0.0008838129824849815, 2.0740539252510102e-05]",mock
33,63.713815789473685,771.2654605263158,460.27730263157895,50,763,453,79,780,469,3040,0.0024604848586022854,4.356095019040994,224.14940364446707,17,16,22,8,5,"[72, 771, 458]",114.73864534985469,56.73940831605022,53.40179556511405,"[0.001178040478135408, 2.766485453776081e-05]",mock
34,64.69842460615153,468.77894473618403,863.7881970492623,52,458,854,78,481,875,3999,0.00491497153416276,4.200171908111784,200.96153430193598,23,21,5,13,7,"[57, 471, 861]",114.62223433854776,76.68720306403755,70.01874888577315,"[0.002379639091741877, 2.5479845204287704e-05]",mock
35,67.70405949798574,816.7837000309885,154.76014874496437,52,809,149,84,826,162,3227,0.0011037569493055344,2.3741824303367305,247.33727298699816,17,13,6,7,7,"[58, 816, 156]",114.27303828150183,56.50916096141605,43.212886331424045,"[0.0006194046213283545, 2.1256382606636085e-05]",mock
36,68.74126126126126,391.7891891891892,1061.7974774774775,54,384,1056,84,400,1068,2775,0.0010042637586593628,2.9947336512052445,231.87869342531076,16,12,25,7,7,"[79, 391, 1063]",114.15665191981424,53.130923496888954,39.848191363863975,"[0.00041676216009639176, 1.596627941558241e-05]",mock
37,76.7262229350441,306.79566960705694,1037.759582999198,55,298,1022,99,316,1055,6235,0.006676867138594389,4.428195699208474,340.0887503571225,18,33,5,8,21,"[60, 306, 1043]",113.22578278775863,59.28488808628674,108.68898494342619,"[0.007166056466064682, 7.318934209352261e-05]",mock
38,65.7071320182094,104.79210925644917,1382.7481031866464,57,96,1377,75,114,1389,1977,0.0016726049361750484,1.2303160774177764,139.12721605518644,18,12,4,7,6,"[61, 103, 1383]",114.5058294903798,59.95511904995662,39.97007733737377,"[0.0005027535504595494, 1.6675243720232833e-05]",mock
39,66.67283298097252,119.76797040169133,193.7901691331924,58,112,188,77,129,200,1892,0.0013128507416695356,2.9018510419816828,146.85650583603015,17,12,5,7,5,"[63, 119, 193]",114.38943080486106,56.566718228958116,39.929446528594355,"[0.0003507403914058182, 1.4149729646745341e-05]",mock
40,80.68185821224131,621.2730074856892,1013.2855570233378,58,613,1007,104,631,1021,4542,0.001326841302216053,3.2772623666425185,355.54732991880985,18,14,41,9,4,"[99, 622, 1011]",112.76049601183762,59.041264471953134,45.920981820309215,"[0.0006667721706402577, 1.849450430486485e-05]",mock
41,69.70098441345365,339.2817883511075,90.27481542247745,59,331,81,81,349,101,2438,0.005767557304352522,3.044244440793464,170.04437517856124,18,20,5,8,12,"[64, 339, 93]",114.04027171930856,59.71135354287777,66.34594980317002,"[0.002394137975261862, 4.20009810208077e-05]",mock
42,69.6923076923077,25.274509803921568,770.2543991955756,61,18,765,80,34,777,1989,0.0009452376398257911,1.8670286585907099,146.85650583603015,16,12,5,8,5,"[66, 26, 770]",114.04027171930856,53.07675768678827,39.80756700757178,"[0.00028188718882455824, 1.1033193096546234e-05]",mock
43,68.70055248618785,234.79005524861878,67.7707182320442,61,227,62,78,244,74,1810,0.0016241093399003148,2.0777347604581893,131.39792627434275,17,12,11,7,5,"[72, 234, 67]",114.15665191981424,56.45160674088229,39.848191363863975,"[0.0005505385418720248, 1.9301173113858335e-05]",mock
44,70.70873167622689,279.2753346080306,1149.2899936265137,63,271,1143,79,288,1156,1569,0.002465445315465331,2.8902479304235382,123.66863649349908,17,13,10,8,7,"[73, 279, 1150]",113.92389767949408,56.33650743987041,43.08085717235786,"[0.0005949976180078044, 1.993667965744978e-05]",mock
45,75.6436614602252,742.7559026516527,1153.7715219760262,63,735,1148,89,752,1160,2753,0.0006751883774995804,1.6362740886538603,200.96153430193598,17,12,5,7,6,"[68, 742, 1154]",113.3421198736896,56.04881249304491,39.56386602407762,"[0.0002858716627355748, 1.0928004260343344e-05]",mock
46,77.63426240652618,274.80591434398366,162.7834806254249,64,267,156,92,284,171,2942,0.0021810682956129313,3.476635827433878,216.42011386362336,17,15,22,7,5,"[86, 274, 161]",113.10945185909637,55.93375583151787,49.35331307808969,"[0.0011697073978083768, 3.0513245736374145e-05]",mock
47,79.27084439723845,3.1115241635687734,264.35315985130114,67,0,256,96,10,274,1883,0.003427984891459346,2.1439890400335004,224.14940364446707,10,18,7,1,10,"[74, 1, 266]",112.87680847162466,32.83453433691882,59.102165540523714,"[0.0010409673549752357, 3.439138224557244e-05]",mock
48,78.69161568909679,288.75530766462754,1344.804246131702,69,278,1338,90,300,1353,2779,0.004033547826111317,1.1736242515594162,162.31508539771752,22,15,14,8,7,"[83, 286, 1345]",112.99312708721494,72.31042194714227,49.30255681686624,"[0.0021206783345004746, 4.496688628151221e-05]",mock
49,81.65540963101938,357.26579111944966,346.2514071294559,74,349,341,90,366,353,1599,0.001250509056262672,2.7497639733923713,123.66863649349908,17,12,10,8,6,"[84, 357, 347]",112.64418970736504,55.70367904160464,39.32024242125989,"[0.00023093038615435945, 9.00597945927507e-06]",mock
50,121.32219860309748,24.403355602793805,1287.476085636198,75,13,1275,167,46,1301,13172,0.0023731158580631018,8.675085185224775,711.0946598376197,33,26,53,24,9,"[128, 37, 1284]",107.99697928279237,103.66969223967236,81.67914194691929,"[0.005274182468153706, 6.321414151930167e-05]",mock
51,89.70680453635757,526.7565043362241,743.7418278852568,77,518,738,104,537,750,2998,0.0017476649954915047,1.2877686794339778,208.69082408277967,19,12,6,10,6,"[83, 528, 744]",111.71396080427488,61.742928269403215,38.995531257090754,"[0.0006430323859114751, 2.241364896585557e-05]",mock
52,90.6118881118881,348.7616020343293,1343.793388429752,78,339,1337,104,360,1352,3146,0.0036719890777021646,1.9377258273244373,200.96153430193598,21,15,21,12,5,"[99, 351, 1342]",111.59770987565014,68.1711717547864,48.693691143971776,"[0.0022160261277917575, 6.229917275069375e-05]",mock
53,112.72730263157895,178.27521929824562,633.253399122807,79,167,625,148,190,642,9120,0.0025404556654393673,2.7252328068135805,533.3209948782148,23,17,62,14,6,"[141, 181, 631]",109.04174464089044,72.95361551786377,53.92223390653618,"[0.0024883908159958976, 4.006056953144729e-05]",mock
54,89.69426152398871,584.7380056444026,647.771872060207,79,577,642,101,594,654,2126,0.001140387263149023,3.029584667429484,170.04437517856124,17,12,15,7,5,"[94, 584, 647]",111.71396080427488,55.24367154021843,38.995531257090754,"[0.0003323021013534893, 1.213400493889224e-05]",mock
55,105.50845964046528,415.37997885089885,637.4606979203384,81,403,632,133,427,645,5674,0.0011488907039165497,2.163801027428597,401.92306860387197,24,13,5,7,6,"[86, 410, 638]",109.85468372470669,76.69305150505328,41.542064796388125,"[0.000667582097041789, 1.2863524609977831e-05]",mock
56,96.72227739159219,144.78186031115524,1121.7672955974842,82,137,1115,112,154,1130,3021,0.0019842078909277916,3.5320063869353717,231.87869342531076,17,15,23,8,5,"[105, 145, 1120]",110.90033344585935,54.84132466950643,48.389403246655995,"[0.0008596556532939916, 2.359683664455922e-05]",mock
57,98.6983515637036,427.7847789246649,718.7712216915729,84,413,706,114,444,732,6491,0.006233661435544491,4.300554647036798,231.87869342531076,31,26,5,10,10,"[89, 423, 716]",110.66792382115577,99.79521122782754,83.69920268871165,"[0.005833311016843613, 3.68004750583856e-05]",mock
58,93.69963811821472,156.29071170084438,813.2466827503016,86,148,807,102,166,820,1658,0.0027368925511837006,2.40112205047859,123.66863649349908,18,13,4,7,7,"[90, 155, 814]",111.24899399040554,58.2498437727404,42.06932977444845,"[0.0005803820126418872, 1.6606331059038e-05]",mock
59,106.64876778200761,795.282909236626,1317.2538569424964,87,780,1311,127,811,1324,4991,0.006575534585863352,1.3843128859951017,309.1715912337477,31,13,35,10,6,"[122, 790, 1317]",109.73853114442988,98.95712793065334,41.49814115242026,"[0.004982822295333076, 8.547801958311403e-05]",mock
