,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,tot_flux,peak_flux,brightest_pix,max_loc,elongation,detection_size,dist,nx,ny,n_vel,nx_kpc,ny_kpc,file,true_positive_mocks,hi_mass,asymmetry,overlap_area,area_gt,mos_name
22,23,5.05982905982906,1089.0726495726497,756.6025641025641,0,1084,756,14,1094,760,234,252.73056030273438,252.73056030273438,2.839867115020752,"[3, 1087, 756]",30.22569415277805,560,469.23951850507115,10,4,108.21005693181168,136.4962501262351,54.59849875692086,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,2104134823051425.8,,,,1245mosH
23,24,5.0813953488372094,1409.6279069767443,2052.313953488372,0,1407,2052,12,1414,2054,86,60.50070571899414,60.50070571899414,1.3442893028259277,"[9, 1412, 2052]",23.99403726450369,168,469.23951850507115,7,2,92.75147737012429,95.54737371394305,27.299249286062352,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,525605214284811.9,,,,1245mosH
24,25,9.015325670498084,1421.7806513409962,2269.6340996168583,0,1415,2268,20,1429,2273,1044,1103.313720703125,1103.313720703125,7.272261619567871,"[11, 1419, 2268]",6.943510158854137,1400,468.69582097355027,14,5,154.58579561687384,190.87333805202329,68.16904601642618,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,9962532504106120.0,,,,1245mosH
25,26,10.073563218390804,1706.8804597701148,2054.0758620689653,0,1703,2052,20,1710,2059,435,322.01251220703125,322.01251220703125,1.8376353979110718,"[11, 1708, 2053]",1.538954418894155,980,468.5599160298036,7,7,154.58579561687384,95.40899186603693,95.40899186603693,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,3022298101143964.5,,,,1245mosH
26,27,1.0,1030.5,1267.0,1,1030,1267,2,1032,1268,2,10.717157363891602,10.717157363891602,6.127772331237793,"[1, 1030, 1267]",inf,2,469.78334047908004,2,1,7.7292897808436924,27.330887566834193,13.66544377185395,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,104975447226686.66,,,,1245mosH
27,28,4.0,353.0,895.0,4,353,895,5,354,896,1,1.0183417797088623,1.0183417797088623,1.0183417797088623,"[4, 353, 895]",,1,469.3754623304208,1,1,7.7292897808436924,13.65357907716174,13.65357907716174,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,10327109218756.88,,,,1245mosH
28,29,15.96,1482.64,1728.2,11,1482,1728,23,1484,1730,25,70.70413970947266,70.70413970947266,5.2373528480529785,"[13, 1483, 1729]",3.0000000000000004,48,467.88050791251646,2,2,92.75147737012429,27.220185252694606,27.220185252694606,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,738135060283198.1,,,,1245mosH
29,30,15.692631578947369,73.51157894736842,209.09894736842105,12,68,205,21,81,214,475,2140.529541015625,2140.529541015625,37.27561569213867,"[16, 72, 209]",3.260855375554634,1053,467.88050791251646,13,9,69.56360802759322,176.93121237667685,122.49083629739334,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,2.3117212086564692e+16,,,,1245mosH
30,31,16.047619047619047,228.38095238095238,126.95238095238095,14,226,126,19,233,128,21,21.041292190551758,21.041292190551758,4.523110389709473,"[16, 231, 127]",inf,70,467.74464960467947,7,2,38.64644890421846,95.24298588673251,27.212281336534602,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,234686055548550.34,,,,1245mosH
31,32,14.0,281.0,540.0,14,281,540,15,282,541,1,1.1860036849975586,1.1860036849975586,1.1860036849975586,"[14, 281, 540]",,1,468.01637399133807,1,1,7.7292897808436924,13.614044798956437,13.614044798956437,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,13670007364314.68,,,,1245mosH
32,33,15.0,127.0,165.0,15,127,165,16,128,166,1,6.959521293640137,6.959521293640137,6.959521293640137,"[15, 127, 165]",,1,467.88050791251646,1,1,7.7292897808436924,13.610092614830993,13.610092614830993,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,82677297146270.52,,,,1245mosH
33,34,16.0,113.0,324.0,16,113,324,17,114,325,1,5.483790397644043,5.483790397644043,5.483790397644043,"[16, 113, 324]",,1,467.74464960467947,1,1,7.7292897808436924,13.606140656754336,13.606140656754336,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,67083065127282.27,,,,1245mosH
34,35,16.5,226.0,124.0,16,226,124,18,227,125,2,-2.18001127243042,-2.18001127243042,1.3575855493545532,"[16, 226, 124]",,2,467.74464960467947,1,1,15.458579561687385,13.606140656754336,13.606140656754336,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,-27452376188152.21,,,,1245mosH
35,36,16.0,228.0,125.0,16,228,125,17,229,126,1,15.381793022155762,15.381793022155762,15.381793022155762,"[16, 228, 125]",,1,467.74464960467947,1,1,7.7292897808436924,13.606140656754336,13.606140656754336,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,199233607206016.16,,,,1245mosH
36,37,16.0,339.0,540.0,16,339,540,17,340,541,1,6.876385688781738,6.876385688781738,6.876385688781738,"[16, 339, 540]",,1,467.74464960467947,1,1,7.7292897808436924,13.606140656754336,13.606140656754336,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,91540880622216.7,,,,1245mosH
37,38,18.714285714285715,127.0,166.57142857142858,17,127,165,21,128,169,7,25.42660903930664,25.42660903930664,7.0794596672058105,"[17, 127, 165]",inf,16,467.4729562992917,1,4,30.91715912337477,13.598237418669775,54.392949904804674,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,347252466902086.56,,,,1245mosH
38,39,18.0,113.0,324.0,18,113,324,19,114,325,1,4.617311000823975,4.617311000823975,4.617311000823975,"[18, 113, 324]",,1,467.4729562992917,1,1,7.7292897808436924,13.598237418669775,13.598237418669775,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,64718290094635.03,,,,1245mosH
39,40,18.0,228.0,124.0,18,228,124,19,229,125,1,3.956448793411255,3.956448793411255,3.956448793411255,"[18, 228, 124]",,1,467.4729562992917,1,1,7.7292897808436924,13.598237418669775,13.598237418669775,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,56877282750326.85,,,,1245mosH
40,41,28.271559633027522,236.4605504587156,1837.3577981651376,18,232,1836,38,241,1841,545,354.80078125,354.80078125,2.3131051063537598,"[37, 238, 1837]",4.118164211891092,900,466.11495580482654,9,5,154.58579561687384,122.02861581472685,67.7936743818264,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,5199229850483364.0,,,,1245mosH
41,42,36.51282051282051,574.8205128205128,1085.5,27,573,1084,43,577,1089,78,2.942519426345825,2.942519426345825,0.6197415590286255,"[40, 576, 1086]",2.6666666666666665,320,465.029114328539,4,5,123.66863649349908,54.108595971386315,67.6357451359248,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,43975695401027.92,,,,1245mosH
42,43,59.21244309559939,1591.414264036419,2269.45751138088,34,1585,2268,78,1597,2273,1318,1234.706787109375,1234.706787109375,10.491783142089844,"[50, 1596, 2271]",5.873823162414323,2640,461.9100842700824,12,5,340.0887503571225,161.2370468242332,67.1821005885083,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1.865161168739199e+16,,,,1245mosH
43,44,35.0,14.0,831.0,35,14,831,36,15,832,1,-0.029659312218427658,-0.029659312218427658,-0.029659312218427658,"[35, 14, 831]",,1,465.1648173565891,1,1,7.7292897808436924,13.53109637678659,13.53109637678659,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,-464621030047.3214,,,,1245mosH
44,45,54.209500609013396,127.278928136419,1621.6151035322778,37,121,1620,73,134,1625,1642,626.5873413085938,626.5873413085938,4.187711238861084,"[41, 128, 1621]",5.818105765343761,2340,462.5877856264766,13,5,278.2544321103729,174.92974457666074,67.2806682583746,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,9933210386446176.0,,,,1245mosH
45,46,54.421052631578945,207.64473684210526,1729.7702850877192,37,201,1728,73,215,1734,1824,569.4409790039062,569.4409790039062,4.076387882232666,"[40, 208, 1729]",4.963239467554748,3024,462.5877856264766,14,6,278.2544321103729,188.38588020950607,80.7368021605423,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,9227882767742492.0,,,,1245mosH
46,47,55.72695285010556,374.60872624912037,1729.7262491203378,39,369,1728,72,382,1734,1421,1217.420654296875,1217.420654296875,5.427700042724609,"[40, 376, 1728]",5.05872714838769,2574,462.45222986777213,13,6,255.06656276784182,174.87848352960575,80.71314321663522,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,2.0146142493349744e+16,,,,1245mosH
47,48,48.662379421221864,56.10932475884244,1728.443729903537,40,52,1728,60,62,1730,311,417.2772216796875,417.2772216796875,3.3450887203216553,"[40, 55, 1729]",33.0,400,463.4012828477828,10,2,154.58579561687384,134.79797612511956,26.959594495036114,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,7079671607970482.0,,,,1245mosH
48,49,46.12903225806452,126.7741935483871,1188.9032258064517,41,126,1188,52,128,1192,31,68.46199798583984,68.46199798583984,3.533046007156372,"[48, 127, 1189]",2.6666666666666665,88,463.6725105733269,2,4,85.02218758928062,26.97537388488058,53.950747952364914,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1187069837597833.8,,,,1245mosH
49,50,62.15287870318614,1563.0908328675237,1821.1643376187815,41,1555,1815,84,1573,1828,3578,4537.841796875,4537.841796875,13.042195320129395,"[45, 1561, 1822]",2.2712226637379356,10062,461.50355636222326,18,13,332.35946057627876,241.64272497585037,174.51973818619473,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,True,7.957486237413864e+16,,2815.0,2863.0,1245mosH
50,51,46.475,46.7,1636.2,44,46,1635,51,49,1638,40,17.93747901916504,17.93747901916504,0.8910819888114929,"[44, 48, 1637]",2.6666666666666665,63,463.6725105733269,3,3,54.10502846590584,40.46306088438454,40.46306088438454,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,323714540158100.44,,,,1245mosH
51,52,44.875,48.375,1944.0,44,46,1944,47,52,1945,16,21.62026596069336,21.62026596069336,3.2878332138061523,"[44, 46, 1944]",inf,18,463.9437693002821,6,1,23.187869342531073,80.97346596578457,13.495577527737627,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,398270547380947.9,,,,1245mosH
52,53,44.888888888888886,113.22222222222223,477.6666666666667,44,113,477,47,115,480,9,15.411479949951172,15.411479949951172,2.342810869216919,"[44, 113, 479]",1.0,18,463.9437693002821,2,3,23.187869342531073,26.991155078314076,40.48673267456816,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,289357005492226.06,,,,1245mosH
53,54,46.61904761904762,319.2142857142857,1728.2380952380952,44,316,1728,55,322,1730,42,74.52774810791016,74.52774810791016,3.4447782039642334,"[44, 318, 1728]",inf,132,463.6725105733269,6,2,85.02218758928062,80.92612238505679,26.97537388488058,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1424106337807117.8,,,,1245mosH
54,55,44.975,352.325,1884.5,44,351,1881,48,354,1888,40,80.135009765625,80.135009765625,2.9339449405670166,"[44, 352, 1882]",4.75571298153155,84,463.9437693002821,3,7,30.91715912337477,40.48673267456816,94.46904397313749,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1561344716755614.5,,,,1245mosH
55,56,47.94736842105263,448.8421052631579,1836.25,44,445,1836,55,453,1838,76,78.98904418945312,78.98904418945312,2.7914247512817383,"[44, 449, 1837]",inf,176,463.5368928357105,8,2,85.02218758928062,107.86993768361967,26.967483964529034,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1564385764925934.2,,,,1245mosH
56,57,44.0,452.0,1855.0,44,452,1855,45,453,1856,1,0.9808933734893799,0.9808933734893799,0.9808933734893799,"[44, 452, 1855]",,1,463.9437693002821,1,1,7.7292897808436924,13.495577527737627,13.495577527737627,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,19806623478942.016,,,,1245mosH
57,58,44.8,1084.6,2276.4,44,1084,2276,46,1086,2278,5,-5.329102516174316,-5.329102516174316,5.963759899139404,"[45, 1085, 2276]",1.0,8,463.9437693002821,2,2,15.458579561687385,26.991155078314076,26.991155078314076,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,-109495400725722.05,,,,1245mosH
58,59,47.078947368421055,126.28947368421052,1105.7105263157894,45,125,1103,50,128,1109,38,89.84536743164062,89.84536743164062,5.302035808563232,"[48, 126, 1107]",3.4214934050558736,90,463.5368928357105,3,6,38.64644890421846,40.451226003840524,80.9024526237885,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1874721200981736.0,,,,1245mosH
59,60,49.5,168.0,1729.0,49,168,1729,51,169,1730,2,0.26021647453308105,0.26021647453308105,0.14584507048130035,"[50, 168, 1729]",,2,463.2656806088781,1,1,15.458579561687385,13.475852726778824,13.475852726778824,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,5515583007438.388,,,,1245mosH
60,61,57.54504504504504,351.2972972972973,1885.5225225225224,49,349,1883,66,354,1888,222,181.94992065429688,181.94992065429688,2.2742443084716797,"[49, 353, 1885]",2.1154418643421224,425,462.1811415828285,5,5,131.39792627434275,67.22152427781558,67.22152427781558,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,3903467027383707.5,,,,1245mosH
61,62,62.18650088809947,933.0515097690941,2268.8934280639432,49,928,2268,75,939,2272,563,439.95782470703125,439.95782470703125,10.30810832977295,"[50, 932, 2269]",7.284636890398228,1144,461.50355636222326,11,4,200.96153430193598,147.67054569676534,53.6983786630603,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,9566636576514444.0,,,,1245mosH
62,63,60.02556818181818,1191.7982954545455,972.875,53,1185,972,69,1198,977,352,302.270751953125,302.270751953125,2.8533847332000732,"[58, 1191, 973]",4.822026124838123,1040,461.7745672266255,13,5,123.66863649349908,174.62222221789733,67.1623904328849,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,6686183253779893.0,,,,1245mosH
63,64,57.61666666666667,1015.05,1080.3166666666666,54,1013,1080,63,1019,1082,60,125.07170867919922,125.07170867919922,6.270144939422607,"[54, 1015, 1080]",15.267836167327582,108,462.1811415828285,6,2,69.56360802759322,80.66582938365129,26.888609551861855,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,2815191009453040.5,,,,1245mosH
64,65,58.15,1031.0,989.8,55,1031,988,62,1032,993,20,21.195505142211914,21.195505142211914,2.885578155517578,"[59, 1031, 990]",inf,35,462.0456090552628,1,5,54.10502846590584,13.440362283042427,67.20181187011978,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,484265658570840.7,,,,1245mosH
65,66,57.0,804.5,1137.0,57,804,1137,58,806,1138,2,1.5808206796646118,1.5808206796646118,1.0708343982696533,"[57, 805, 1137]",inf,2,462.1811415828285,2,1,7.7292897808436924,26.888609551861855,13.4443047645549,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,36694027517588.83,,,,1245mosH
66,67,69.85981308411215,14.654205607476635,830.8224299065421,58,14,829,83,17,834,107,7.2320146560668945,7.2320146560668945,0.2567808926105499,"[67, 14, 829]",18.51742538365915,375,460.55526210358533,3,5,193.23224452109227,40.191029630112105,66.98504968581373,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,169274226192504.16,,,,1245mosH
67,68,61.30434782608695,804.2826086956521,1138.695652173913,59,802,1136,64,806,1142,46,46.5175895690918,46.5175895690918,2.3461697101593018,"[59, 805, 1137]",2.7785948485611134,120,461.63905792422634,4,6,38.64644890421846,53.71414498617,80.57121793376236,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1110005690028859.8,,,,1245mosH
68,69,62.83673469387755,982.8571428571429,1188.1632653061224,60,979,1188,68,987,1190,49,64.33174896240234,64.33174896240234,3.181131362915039,"[60, 982, 1188]",inf,128,461.50355636222326,8,2,61.83431824674954,107.3967587801173,26.849189240655363,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,1556793382593520.0,,,,1245mosH
69,70,63.920731707317074,1029.2378048780488,1627.4512195121952,60,1026,1624,70,1032,1635,164,137.56668090820312,137.56668090820312,3.5944314002990723,"[64, 1030, 1628]",1.8484289529766909,660,461.36806253995326,6,11,77.29289780843692,80.52392031500479,147.6271907834666,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,3375399767622954.0,,,,1245mosH
70,71,62.035714285714285,1481.9642857142858,1254.1607142857142,60,1479,1251,64,1484,1258,56,100.79045104980469,100.79045104980469,6.500380992889404,"[63, 1483, 1252]",2.1324041811846697,140,461.50355636222326,5,7,30.91715912337477,67.12297349921563,93.9721635350254,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,2509771902785690.0,,,,1245mosH
71,72,61.0,1068.0,1404.0,61,1068,1404,62,1069,1405,1,0.6818495988845825,0.6818495988845825,0.6818495988845825,"[61, 1068, 1404]",,1,461.63905792422634,1,1,7.7292897808436924,13.42853618972908,13.42853618972908,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,17227418062656.99,,,,1245mosH
72,73,62.0,1340.0,1945.0,62,1340,1945,63,1341,1946,1,1.1997699737548828,1.1997699737548828,1.1997699737548828,"[62, 1340, 1945]",,1,461.50355636222326,1,1,7.7292897808436924,13.424594608968333,13.424594608968333,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,30716899152790.81,,,,1245mosH
73,74,62.8,1342.8,1836.2,62,1341,1836,64,1345,1838,5,18.236440658569336,18.236440658569336,4.419900894165039,"[63, 1342, 1836]",inf,16,461.50355636222326,4,2,15.458579561687385,53.6983786630603,26.849189240655363,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,473291087255563.2,,,,1245mosH
74,75,63.0,1031.0,1639.0,63,1031,1639,64,1032,1640,1,2.00270938873291,2.00270938873291,2.00270938873291,"[63, 1031, 1639]",,1,461.36806253995326,1,1,7.7292897808436924,13.4206532533473,13.4206532533473,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,52649357447010.19,,,,1245mosH
75,76,63.0,1338.0,1944.0,63,1338,1944,64,1339,1945,1,3.9598584175109863,3.9598584175109863,3.9598584175109863,"[63, 1338, 1944]",,1,461.36806253995326,1,1,7.7292897808436924,13.4206532533473,13.4206532533473,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,105488988634671.5,,,,1245mosH
76,77,63.0,1665.0,1003.0,63,1665,1003,64,1666,1004,1,4.494986057281494,4.494986057281494,4.494986057281494,"[63, 1665, 1003]",,1,461.36806253995326,1,1,7.7292897808436924,13.4206532533473,13.4206532533473,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,121320153797671.56,,,,1245mosH
77,78,63.0,1671.0,1047.0,63,1671,1047,64,1672,1048,1,3.628016710281372,3.628016710281372,3.628016710281372,"[63, 1671, 1047]",,1,461.36806253995326,1,1,7.7292897808436924,13.4206532533473,13.4206532533473,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,99192254085925.39,,,,1245mosH
78,79,63.0,1677.0,1045.5,63,1677,1045,64,1678,1047,2,4.789151668548584,4.789151668548584,3.465848922729492,"[63, 1677, 1046]",inf,2,461.36806253995326,1,2,7.7292897808436924,13.4206532533473,26.84130652940663,data/vnet_output/exp3/vnet_cubeout_loud_1245mosH.fits,False,132617106961212.77,,,,1245mosH
